Gene name	Gene type
K230015D01Rik	antisense
Gm47112	antisense
Dynlt1-ps1	processed_pseudogene
Higd1a	protein_coding
Gm48807	lincRNA
Gm19554	lincRNA
Emp1	protein_coding
Gm12922	processed_pseudogene
Gm44789	TEC
Tnfsf13b	protein_coding
Slc2a12	protein_coding
Gm21244	protein_coding
Ndufs5	protein_coding
Gm14558	processed_pseudogene
Tdpoz9	protein_coding
Gm47680	lincRNA
Gm27163	processed_pseudogene
Gm11799	processed_pseudogene
Car8	protein_coding
Gm48207	TEC
Gm37081	unprocessed_pseudogene
Gm48204	TEC
Gm14508	antisense
Gm15663	processed_transcript
Tdpoz7	protein_coding
Gm18551	processed_pseudogene
Ighv13-1	IG_V_pseudogene
Gimap1	protein_coding
Slc6a14	protein_coding
Gm37778	unprocessed_pseudogene
Gm15664	unprocessed_pseudogene
Gm48203	TEC
Rpl18-ps2	processed_pseudogene
Zfp599	protein_coding
Gm15666	transcribed_processed_pseudogene
Gm47342	TEC
Ighv3-6	IG_V_gene
Gm42428	lincRNA
Gm42427	TEC
Gm3573	protein_coding
Gm48206	TEC
Tfdp1	protein_coding
Gm50117	TEC
Tmtc2	protein_coding
Gm50118	processed_pseudogene
Gm50119	processed_pseudogene
Gm7125	lincRNA
Gm13677	processed_pseudogene
Gm12030	processed_pseudogene
Zfp804a	protein_coding
AC166256.1	protein_coding
Gm37155	unprocessed_pseudogene
Gm12031	lincRNA
Gm17165	unprocessed_pseudogene
4933422A05Rik	lincRNA
Gm17038	unprocessed_pseudogene
Tbpl1	protein_coding
Grip1	protein_coding
Gm5614	processed_pseudogene
Gm28997	processed_pseudogene
Gimap7	protein_coding
Rbm8a	protein_coding
Gm18670	processed_pseudogene
Sephs1	protein_coding
Gm47589	processed_pseudogene
Gm47592	TEC
Col3a1	protein_coding
Fam71e1	protein_coding
Gm20040	processed_pseudogene
Vcp	protein_coding
Gm6029	processed_pseudogene
Ighv9-4	IG_V_gene
Gm29170	sense_intronic
Gm28053	protein_coding
Gm16569	unprocessed_pseudogene
Gm29904	lincRNA
Gm5479	processed_pseudogene
Sirt6	protein_coding
Ighv3-7	IG_V_pseudogene
1700025H01Rik	lincRNA
4930481A15Rik	antisense
Uchl5	protein_coding
Ighv5-21	IG_V_pseudogene
Gm45684	TEC
A130030D18Rik	lincRNA
Gm6408	protein_coding
Pla2g2f	protein_coding
Gm13675	processed_pseudogene
Gm15320	transcribed_unprocessed_pseudogene
Gimap1os	processed_transcript
Gm15321	processed_pseudogene
D030024E09Rik	lincRNA
Ighv3-8	IG_V_gene
Gimap5	protein_coding
BC051142	protein_coding
Gm13676	processed_pseudogene
Gm13678	processed_pseudogene
Dmkn	protein_coding
Gm49498	lincRNA
Gm15760	transcribed_processed_pseudogene
Ighv8-1	IG_V_pseudogene
Gm6293	processed_pseudogene
Cryzl2	protein_coding
Gm26562	lincRNA
Matn3	protein_coding
Gm49645	processed_pseudogene
Gm47113	lincRNA
Gm4926	lincRNA
Gm43604	antisense
Cpn2	protein_coding
Gm48205	TEC
Gm36363	antisense
Tulp3	protein_coding
Polr2j	protein_coding
4930549P19Rik	lincRNA
Gm8387	processed_pseudogene
Vmn2r-ps121	unprocessed_pseudogene
Ackr2	protein_coding
Eva1c	protein_coding
4930470G03Rik	bidirectional_promoter_lncRNA
Gm13771	processed_pseudogene
Pisd-ps2	transcribed_unprocessed_pseudogene
Gm48517	unprocessed_pseudogene
4930515B02Rik	lincRNA
Pgbd1	protein_coding
Gm48518	TEC
Gm26838	antisense
Hspbap1	protein_coding
Ubxn7	protein_coding
Zkscan6	protein_coding
Gm27228	processed_pseudogene
Gm20663	antisense
Gm27149	unprocessed_pseudogene
Olfr1377	protein_coding
Gm18852	processed_pseudogene
Gm8979	unprocessed_pseudogene
Ttc39c	protein_coding
Gm4070	protein_coding
Gm33838	lincRNA
Cyp8b1	protein_coding
2610105M22Rik	TEC
Lrwd1	protein_coding
Hottip	lincRNA
Gm47115	unprocessed_pseudogene
Gm37655	TEC
Gm37718	TEC
Gm37423	processed_transcript
Tmem14c	protein_coding
Gm5283	processed_pseudogene
Vmn2r100	protein_coding
Lrrc15	protein_coding
Zfp952	protein_coding
Gm8840	processed_pseudogene
Pced1c-ps	processed_pseudogene
Prl8a1	protein_coding
4930425L21Rik	lincRNA
Gask1a	protein_coding
Zscan26	protein_coding
Gm44190	sense_intronic
Dock11	protein_coding
Ighv1-1	IG_V_pseudogene
Gm5679	processed_pseudogene
Gm28497	lincRNA
Gm29113	lincRNA
Ighv13-2	IG_V_gene
Gm28998	protein_coding
Olfr1376-ps1	unprocessed_pseudogene
1700022I11Rik	protein_coding
Gm44294	TEC
Ighv12-3	IG_V_gene
Rad1	protein_coding
Olfr51	protein_coding
Ighv6-3	IG_V_gene
Nxph2	protein_coding
Zfp763	protein_coding
Gm7291	processed_pseudogene
Zfp408	protein_coding
Gm28112	sense_intronic
Gm29114	antisense
Eif4e2	protein_coding
Gm45363	TEC
Rhno1	protein_coding
Gm38309	TEC
Ikzf2	protein_coding
Gm48865	TEC
Gm44646	processed_transcript
Tcirg1	protein_coding
Hddc2	protein_coding
Phf8-ps	transcribed_processed_pseudogene
Mybpc2	protein_coding
Calm3	protein_coding
Mapk15	protein_coding
Oca2	protein_coding
Gm49343	processed_transcript
Abca5	protein_coding
1700048O20Rik	lincRNA
Gm17113	processed_pseudogene
Gm50114	lincRNA
Gm44371	TEC
Gm38301	TEC
Gm26770	antisense
Tmem163	protein_coding
Kcnv2	protein_coding
Ighv6-4	IG_V_gene
Gm13459	processed_pseudogene
Pnmal2	protein_coding
Gm49276	processed_pseudogene
Gm21985	protein_coding
Gm17756	processed_pseudogene
Gm49277	processed_pseudogene
Cacna1b	protein_coding
Zfp428	protein_coding
Kbtbd2	protein_coding
Gm13031	antisense
Gm41668	antisense
Gm50063	antisense
Padi2	protein_coding
Gm28269	protein_coding
Emc4	protein_coding
Nlrp4d	unprocessed_pseudogene
Gm28268	lincRNA
Gm10209	TEC
Prr36	protein_coding
Gm50113	processed_pseudogene
Gm14563	processed_pseudogene
Gm35554	processed_transcript
Gm47117	lincRNA
Gm14561	processed_pseudogene
AL732295.1	processed_pseudogene
Gm39463	antisense
Gm6071	processed_pseudogene
Gm50092	protein_coding
Pomgnt2	protein_coding
Gm14562	processed_pseudogene
Hsp25-ps1	processed_pseudogene
Gm9817	TEC
Gm15030	processed_pseudogene
Lrrn4cl	protein_coding
Gm40932	lincRNA
Gm42585	TEC
Ppp1r2-ps7	transcribed_processed_pseudogene
Gm20432	processed_pseudogene
Gm28990	transcribed_processed_pseudogene
Nostrin	protein_coding
Gm18343	processed_pseudogene
Gm8513	processed_pseudogene
Hspe1-ps3	processed_pseudogene
Gm6370	protein_coding
Kmt2c	protein_coding
Fkbp9	protein_coding
Gm48353	TEC
Gm13940	processed_pseudogene
Tet1	protein_coding
Clta	protein_coding
Katnbl1	protein_coding
Gm6704	processed_pseudogene
Gm49262	lincRNA
Taldo1	protein_coding
Evi5l	protein_coding
Gm10385	lincRNA
Gm8451	processed_pseudogene
Gp5	protein_coding
Gm29112	sense_intronic
Gm39464	lincRNA
Gm37772	TEC
Gm46515	lincRNA
Manea	protein_coding
Gm39465	lincRNA
Gm37510	TEC
Gm34466	lincRNA
Mgat5	protein_coding
Clp1	protein_coding
Gm6350	processed_pseudogene
Gm47448	lincRNA
Gm4829	processed_pseudogene
Ccdc80	protein_coding
Gm15486	antisense
Tm4sf19	protein_coding
Pla2g2d	protein_coding
Sec16b	protein_coding
Gm47967	processed_pseudogene
Gm47968	processed_pseudogene
Gm47121	sense_intronic
Gm44506	antisense
Gm47970	processed_pseudogene
Snrk	protein_coding
Gm26972	lincRNA
Ell	protein_coding
Gm7982	protein_coding
Gm3726	unprocessed_pseudogene
Gm31849	processed_pseudogene
Gm46190	processed_pseudogene
Bhmt-ps1	processed_pseudogene
Gm6789	processed_pseudogene
Gm21848	unprocessed_pseudogene
Unc93a2	protein_coding
Kcnk6	protein_coding
Tas2r118	protein_coding
Vmn1r67	protein_coding
Gm5542	unprocessed_pseudogene
Gm39307	bidirectional_promoter_lncRNA
Gm45004	lincRNA
Trip13	protein_coding
Gm11903	processed_pseudogene
Gm9131	unprocessed_pseudogene
Gm37882	unprocessed_pseudogene
Gm29457	lincRNA
Gm48653	lincRNA
Gm5543	unprocessed_pseudogene
Gm17811	processed_pseudogene
Gm30340	lincRNA
Olfr377-ps1	polymorphic_pseudogene
Gm18760	processed_pseudogene
Gm37001	unprocessed_pseudogene
Gm13068	antisense
Med9os	antisense
Gm21926	transcribed_processed_pseudogene
Gm47576	processed_pseudogene
Slfn5os	antisense
Gng2-ps1	processed_pseudogene
Dnah12	protein_coding
Gm7621	processed_pseudogene
Slc25a33	protein_coding
Gm18501	processed_pseudogene
Gm30645	processed_pseudogene
Gm18072	processed_pseudogene
E330020D12Rik	processed_transcript
Gm11905	processed_pseudogene
Gm18681	processed_pseudogene
4930548K13Rik	lincRNA
Lexm	protein_coding
Nuak2	protein_coding
Gm49439	lincRNA
Unc45b	protein_coding
4931413I07Rik	lincRNA
Gm11904	processed_pseudogene
Gm19694	processed_pseudogene
Gm49630	protein_coding
Gm17026	protein_coding
Gm49438	TEC
Zik1	protein_coding
Gm15183	processed_pseudogene
Col9a2	protein_coding
Gm45830	lincRNA
Gm35865	lincRNA
Ttll2	protein_coding
D830013O20Rik	lincRNA
Gm8234	processed_pseudogene
Gm18225	unprocessed_pseudogene
Gm9611	protein_coding
Zfp810	protein_coding
Gm49440	processed_pseudogene
Gm45829	lincRNA
Gm49441	lincRNA
Gm45832	TEC
Rbakdn	lincRNA
Ankfn1	protein_coding
Gm20056	processed_pseudogene
Col27a1	protein_coding
Gm7995	protein_coding
BC048403	protein_coding
Gm11902	processed_pseudogene
Gm18193	processed_pseudogene
Med9	protein_coding
Gm17164	unprocessed_pseudogene
Gm2951	unprocessed_pseudogene
Gm2959	unprocessed_pseudogene
Gm49263	lincRNA
Gm8005	protein_coding
Gm13073	lincRNA
Gm20706	processed_pseudogene
Bnip3	protein_coding
Slc13a1	protein_coding
Gm49360	processed_pseudogene
Gm16188	lincRNA
Rasd1	protein_coding
Gm8011	protein_coding
Gm13065	processed_pseudogene
Gm18531	processed_pseudogene
Gm2966	unprocessed_pseudogene
Gm49452	lincRNA
Gm48627	TEC
5033417F24Rik	antisense
Gm8020	protein_coding
AU022133	processed_pseudogene
Dusp28	protein_coding
Gm18092	processed_pseudogene
Gm33929	lincRNA
Gm49453	processed_pseudogene
Gm48656	lincRNA
Gm34016	lincRNA
Gm13064	processed_pseudogene
Siah2	protein_coding
Gm42838	antisense
Gm42839	antisense
Gm45577	TEC
Gm49128	lincRNA
4930555F03Rik	lincRNA
Gm2638	processed_pseudogene
Gm18532	processed_pseudogene
Ncor2	protein_coding
Sdk2	protein_coding
Gm41277	lincRNA
Stn1	protein_coding
Nfkbiz	protein_coding
E330014E10Rik	protein_coding
Tmem132b	protein_coding
Mindy4b-ps	protein_coding
Med24	protein_coding
Gm8982	processed_pseudogene
Gm45696	TEC
Gm45507	antisense
Gm45697	TEC
5330411J11Rik	processed_transcript
Gm18258	processed_pseudogene
Tmem30b	protein_coding
A930028O11Rik	TEC
Olfr1	protein_coding
4930593A02Rik	lincRNA
Gm13551	processed_pseudogene
Gm49798	processed_pseudogene
2210039B01Rik	lincRNA
Gm46578	processed_pseudogene
Gm42714	unprocessed_pseudogene
Gm34035	lincRNA
A030005L19Rik	protein_coding
Scaf8	protein_coding
Gm13549	processed_pseudogene
4930449I24Rik	protein_coding
A030014E15Rik	protein_coding
Akirin1	protein_coding
Eqtn	protein_coding
Fam193b	protein_coding
Gm6217	protein_coding
Gm5559	processed_pseudogene
Angpt1	protein_coding
Gm8318	processed_pseudogene
4921515E04Rik	processed_transcript
Dapl1	protein_coding
Serpina6	protein_coding
Gm49590	TEC
Gm18154	processed_pseudogene
Cxadr	protein_coding
Gm37947	TEC
Gm4535	processed_pseudogene
Gm3402	protein_coding
Gm28089	lincRNA
Anpep	protein_coding
Cxcl13	protein_coding
Gm11901	processed_pseudogene
Gm28088	lincRNA
Olfr75-ps1	transcribed_unprocessed_pseudogene
Vmn1r-ps49	unprocessed_pseudogene
Gm17473	antisense
Vmn1r68	protein_coding
Eif4g2	protein_coding
F730311O21Rik	lincRNA
Ccn4	protein_coding
Gm11914	processed_pseudogene
Tpm3-rs2	processed_pseudogene
Mdfic	protein_coding
Gm7993	processed_pseudogene
Thoc2l	protein_coding
Map3k14	protein_coding
Gm11926	processed_pseudogene
Gm20736	protein_coding
Gm49797	lincRNA
Gm21160	unprocessed_pseudogene
Gm19557	antisense
Vmn2r-ps53	unprocessed_pseudogene
7420701I03Rik	lincRNA
Slc6a1	protein_coding
4632418H02Rik	TEC
Gm47122	TEC
Gpr137b	protein_coding
Gmcl1	protein_coding
Gm18853	unprocessed_pseudogene
Gvin1	protein_coding
Atp6v0a1	protein_coding
Gm38154	processed_pseudogene
Gm11911	processed_pseudogene
Gm11907	processed_pseudogene
Gm27150	processed_pseudogene
Ano10	protein_coding
1110060G06Rik	TEC
Gm8989	unprocessed_pseudogene
Trdmt1	protein_coding
Gm4759	unprocessed_pseudogene
Gm48303	TEC
Gm8995	transcribed_unprocessed_pseudogene
S1pr5	protein_coding
Gm1966	unprocessed_pseudogene
Slfn5	protein_coding
AC123687.1	transcribed_unprocessed_pseudogene
Olfr693	protein_coding
Gm44922	unprocessed_pseudogene
E330011O21Rik	processed_transcript
Qrfp	protein_coding
Zfp346	protein_coding
Serpina16	protein_coding
Mir124-2hg	lincRNA
Gm50468	processed_pseudogene
Zfp563	protein_coding
Gm29579	lincRNA
Olfr378	protein_coding
1700028N14Rik	processed_transcript
Gm43924	TEC
Cant1	protein_coding
Olfr379-ps1	polymorphic_pseudogene
Rad54b	protein_coding
Slco3a1	protein_coding
Psmd6	protein_coding
Gm44974	TEC
Unc45bos	processed_transcript
Rhbdl2	protein_coding
1700061A03Rik	TEC
Gm28637	unprocessed_pseudogene
Atp4b	protein_coding
Gm28636	unprocessed_pseudogene
Ypel4	protein_coding
Gm43920	sense_intronic
Ccser2	protein_coding
Gm43919	processed_pseudogene
Gm11908	processed_pseudogene
Gm5138	processed_pseudogene
Gm11909	processed_pseudogene
Gm11910	processed_pseudogene
Cfl1	protein_coding
Gm28558	unprocessed_pseudogene
Zfp638	protein_coding
Gm11912	processed_pseudogene
1700121C08Rik	antisense
Gm11913	processed_pseudogene
Gm12904	processed_pseudogene
Gm28560	processed_pseudogene
Gm28561	lincRNA
4933427I04Rik	lincRNA
Ttc22	protein_coding
Btg3	protein_coding
Iqub	protein_coding
Gm12903	processed_pseudogene
Gm45410	TEC
Rimbp3	protein_coding
Prl7b1	protein_coding
Gm48147	unprocessed_pseudogene
Tdp1	protein_coding
Snx32	protein_coding
Gm49396	protein_coding
Tbc1d22b	protein_coding
4932443L11Rik	antisense
AC161166.1	unitary_pseudogene
Irgq	protein_coding
Gm49591	processed_pseudogene
Gm28398	lincRNA
Gm29584	lincRNA
Gm28397	unprocessed_pseudogene
Pla2g5	protein_coding
Gm37386	TEC
Gm19791	unprocessed_pseudogene
Gm11810	processed_pseudogene
Gm7678	processed_pseudogene
Gm28400	processed_pseudogene
Gm26653	antisense
E030030I06Rik	protein_coding
Gm20936	unprocessed_pseudogene
Prpf8	protein_coding
Gm28399	unprocessed_pseudogene
Gm14330	antisense
Gm28395	lincRNA
Pinlyp	protein_coding
Gm20934	unprocessed_pseudogene
Gm14329	lincRNA
Rps28	protein_coding
Gm11832	antisense
Gm21788	unprocessed_pseudogene
Fstl5	protein_coding
Gm28394	lincRNA
Fsbp	protein_coding
Grin2b	protein_coding
Vmn1r69	protein_coding
Gm28396	processed_pseudogene
Gm28393	lincRNA
Proc	protein_coding
Gm11747	antisense
Gm20826	protein_coding
Gm43990	TEC
C1qtnf1	protein_coding
Igflr1	protein_coding
Anxa4	protein_coding
Fam83h	protein_coding
Akr1c20	protein_coding
Tbc1d10a	protein_coding
Gm13552	processed_pseudogene
Gm3788	processed_pseudogene
Mab21l2	protein_coding
Luc7l2	protein_coding
Psenen	protein_coding
Gm37288	processed_pseudogene
Gm28052	processed_transcript
2010106G04Rik	bidirectional_promoter_lncRNA
Nucks1	protein_coding
1700020D05Rik	protein_coding
Cmtr1	protein_coding
Uggt1	protein_coding
Gm20932	unprocessed_pseudogene
Gm48088	processed_pseudogene
Iqank1	protein_coding
Vmn1r-ps50	processed_pseudogene
Kcns3	protein_coding
Ndufa5	protein_coding
Gm46415	processed_pseudogene
Gm45322	lincRNA
Gm45321	lincRNA
Gm45323	lincRNA
Gm45324	TEC
Cntfr	protein_coding
Pla2g2a	polymorphic_pseudogene
Gm12693	processed_pseudogene
Kank3	protein_coding
Gm45259	TEC
Pex11b	protein_coding
Gm45341	lincRNA
Gm2516	lincRNA
Gm38067	TEC
Gm37676	TEC
Gm45455	lincRNA
Gm9728	processed_pseudogene
Rpl18a-ps2	processed_pseudogene
Gm29134	unprocessed_pseudogene
Gm28303	unprocessed_pseudogene
Mylip	protein_coding
Rpl27-ps3	processed_pseudogene
Lipn	protein_coding
Gm49986	processed_pseudogene
Zfp655	protein_coding
Gm6291	processed_pseudogene
Pemt	protein_coding
Gm29582	protein_coding
Gm7580	antisense
Ecm1	protein_coding
Gm8258	processed_pseudogene
Fbxl13	protein_coding
Zmpste24	protein_coding
Gm19426	protein_coding
Dbnl	protein_coding
Gm44857	processed_pseudogene
Olfr694	protein_coding
Gm43991	processed_pseudogene
Gm43993	processed_pseudogene
Pon2	protein_coding
Pnmal1	protein_coding
Shisa7	protein_coding
Gm6475	processed_pseudogene
Pctp	protein_coding
Plekhb1	protein_coding
Nkapl	protein_coding
Slc2a9	protein_coding
Ssmem1	protein_coding
Gm44424	TEC
Gm16485	TEC
Phyh	protein_coding
Gm3148	processed_pseudogene
Olfr695	protein_coding
Gm21529	lincRNA
Gm36406	processed_transcript
Gm42957	protein_coding
Olfr380	protein_coding
Il13	protein_coding
Gm36503	lincRNA
Gm19175	processed_pseudogene
Gm29581	lincRNA
Olfr696-ps1	unprocessed_pseudogene
Zfp951	protein_coding
Itga10	protein_coding
Gm36669	lincRNA
Atp13a3	protein_coding
Phrf1	protein_coding
Gm21539	lincRNA
Gm37897	TEC
Gm11833	processed_pseudogene
Serpina1f	protein_coding
Gm29578	lincRNA
Gm30082	bidirectional_promoter_lncRNA
Pum3	protein_coding
Gm42372	protein_coding
Vmn2r-ps149	unprocessed_pseudogene
Gm21908	unprocessed_pseudogene
Rab2a	protein_coding
Gm21780	lincRNA
Gem	protein_coding
Gm8167	processed_pseudogene
Gm7560	processed_pseudogene
Gm8024	protein_coding
Trh	protein_coding
Slc35a5	protein_coding
Dqx1	protein_coding
Gm26797	lincRNA
Gm2383	processed_pseudogene
Gm44803	processed_pseudogene
Gm9655	processed_pseudogene
Gm44024	processed_pseudogene
Gm28486	lincRNA
Mup-ps1	unprocessed_pseudogene
Ap4e1	protein_coding
Gm49728	processed_pseudogene
Rps17-ps1	processed_pseudogene
Gm47126	bidirectional_promoter_lncRNA
Vmn2r101	protein_coding
Gm32063	lincRNA
Rps12-ps3	processed_pseudogene
Isoc2b	protein_coding
Pdzd8	protein_coding
Hgsnat	protein_coding
A730085K08Rik	antisense
Synpo2l	protein_coding
Abhd5	protein_coding
Gm50440	processed_pseudogene
Gm6216	processed_pseudogene
Gm17644	lincRNA
C130073E24Rik	lincRNA
Gm29663	lincRNA
Gm33756	lincRNA
Gm11948	sense_intronic
Gm44923	unprocessed_pseudogene
Gm37457	TEC
Gm11748	processed_transcript
Gm37040	TEC
Limk2	protein_coding
Uba2	protein_coding
Gm4868	processed_pseudogene
Gm28652	lincRNA
Olfr381	protein_coding
Zfp330	protein_coding
Gm13070	antisense
A030003K21Rik	protein_coding
Engase	protein_coding
Spsb1	protein_coding
1700048F04Rik	lincRNA
A730094K22Rik	TEC
Gm7544	protein_coding
Tmco2	protein_coding
Gm47955	protein_coding
Gpr139	protein_coding
Tfec	protein_coding
Sigmar1	protein_coding
Gm42952	lincRNA
Gm37477	TEC
Pkp2	protein_coding
Zic1	protein_coding
Gm4895	processed_pseudogene
Gm42945	lincRNA
Vmn2r102	protein_coding
Gpx6	protein_coding
Gm47959	protein_coding
Gm49138	processed_pseudogene
Gm7553	processed_pseudogene
Gm6543	processed_pseudogene
Gm8539	processed_pseudogene
Vmn2r-ps122	unprocessed_pseudogene
Lrrc17	protein_coding
Gm49730	TEC
Parp14	protein_coding
Ambra1	protein_coding
Gm28304	processed_pseudogene
Gm48661	processed_pseudogene
Gm28824	lincRNA
Clcf1	protein_coding
Zic4	protein_coding
Gm48672	processed_pseudogene
Gm6028	processed_pseudogene
Col8a1	protein_coding
Aig1	protein_coding
Ubxn1	protein_coding
Rnf8	protein_coding
Mdm2	protein_coding
Gm12882	processed_pseudogene
Gm47128	lincRNA
Gm5656	unprocessed_pseudogene
Gm35454	lincRNA
Kif1c	protein_coding
Gm12881	processed_pseudogene
Irf7	protein_coding
Pold4	protein_coding
Gm47129	processed_pseudogene
Gm12879	processed_pseudogene
Gm47130	processed_pseudogene
Gm7726	processed_pseudogene
Gm47131	lincRNA
Gm47133	lincRNA
Il11ra1	protein_coding
9530059O14Rik	lincRNA
Emx2os	antisense
Gm48797	processed_pseudogene
Olfr697	protein_coding
Emx2	protein_coding
Ilvbl	protein_coding
Gm45928	protein_coding
Gm47134	lincRNA
Cypt12	protein_coding
Gm47135	transcribed_unprocessed_pseudogene
Gm47136	lincRNA
Morc2b	protein_coding
Gm35501	lincRNA
Gm21737	unprocessed_pseudogene
Tmem100	protein_coding
Gm47137	processed_pseudogene
Castor1	protein_coding
Pkhd1l1	protein_coding
Topaz1	protein_coding
Olfr55	protein_coding
Gm20161	antisense
Rps2-ps4	processed_pseudogene
Olfr720	protein_coding
Gm44036	lincRNA
Tbc1d22bos	antisense
Gm42666	processed_pseudogene
Gm42665	processed_pseudogene
Grk1	protein_coding
Ptch1	protein_coding
Gm5373	transcribed_unprocessed_pseudogene
Gm4083	processed_pseudogene
Gm17657	protein_coding
Gm28043	protein_coding
Rxra	protein_coding
Gm3793	TEC
Olfr698	protein_coding
Isyna1	protein_coding
Nt5c3	protein_coding
Lmbr1l	protein_coding
Dcst2	protein_coding
Zfp668	protein_coding
Gm7426	processed_pseudogene
Vmn2r103	protein_coding
Gm28081	lincRNA
Gm11494	lincRNA
Gm7271	protein_coding
9530020I12Rik	lincRNA
Rmi1	protein_coding
Dcst1	protein_coding
Csnk2a1-ps1	processed_pseudogene
Gm5844	processed_pseudogene
Tmem217	protein_coding
Gm48841	processed_pseudogene
Gm48852	processed_pseudogene
B430219N15Rik	antisense
Tmem107	protein_coding
Olfr699	protein_coding
Gm28080	unprocessed_pseudogene
Gnb4	protein_coding
Ginm1	protein_coding
Gm14051	antisense
Nampt	protein_coding
Msgn1	protein_coding
Gm14052	processed_pseudogene
Gm45386	processed_pseudogene
Slc23a2	protein_coding
Gm35549	protein_coding
Tlx2	protein_coding
Gm45716	protein_coding
Gm21524	unprocessed_pseudogene
1700034J04Rik	TEC
Tcaim	protein_coding
Gm32105	lincRNA
Gm32172	lincRNA
Gm21974	protein_coding
Mmd	protein_coding
Vkorc1	protein_coding
Ccdc167	protein_coding
Gm48134	processed_pseudogene
Gm32975	lincRNA
Zfp606	protein_coding
Gm8032	unprocessed_pseudogene
Adnp2	protein_coding
Gm17204	unprocessed_pseudogene
Gm17124	protein_coding
Slc25a16	protein_coding
Gm3633	protein_coding
Cdon	protein_coding
Ak1	protein_coding
Zfp646	protein_coding
Gm10378	protein_coding
Gm41787	lincRNA
Gm7447	processed_pseudogene
Gm17162	unprocessed_pseudogene
Gm5929	unprocessed_pseudogene
Gm3008	unprocessed_pseudogene
Gm46629	processed_pseudogene
Rbfaos	lincRNA
Prss53	protein_coding
Rbfa	protein_coding
Gm45883	processed_transcript
Gm49422	sense_intronic
Khdrbs3	protein_coding
Rragc	protein_coding
Gm3895	processed_pseudogene
Gm5721	processed_pseudogene
Gm15473	lincRNA
Bhlhe22	protein_coding
Uqcc3	protein_coding
Atg4d	protein_coding
Gm28487	lincRNA
Zfp445	protein_coding
Gm48857	lincRNA
Gm48859	processed_pseudogene
Gm47948	lincRNA
Olfr700	protein_coding
Vmn2r-ps91	unprocessed_pseudogene
Isoc2a	protein_coding
Zfp709	protein_coding
4930458B22Rik	lincRNA
Gm11927	processed_pseudogene
Gm11928	processed_pseudogene
Gm8330	processed_pseudogene
1810009A15Rik	protein_coding
Ddx49	protein_coding
4930444K16Rik	TEC
Gm28489	unprocessed_pseudogene
